"ddg.type","ddg.num","ddg.name","ddg.value","ddg.val.type","ddg.scope","ddg.from.env","ddg.time","ddg.hash","ddg.loc"
"File",97,"package.rds","data/97-package.rds","{""container"":""vector"", ""dimension"":[1], ""type"":[""character""]}","undefined",FALSE,"2020-11-24T17.52.41-03","c13b9ae8576b0cc4ad46017201e81026","/home/mondelli/R/x86_64-pc-linux-gnu-library/4.0/textclean/Meta/package.rds"
"File",98,"package.rds","data/98-package.rds","{""container"":""vector"", ""dimension"":[1], ""type"":[""character""]}","undefined",FALSE,"2020-10-01T16.01.07-03","b3604dac30baf4b4b8c27b5698ec7e57","/home/mondelli/R/x86_64-pc-linux-gnu-library/4.0/rgeos/Meta/package.rds"
"File",99,"package.rds","data/99-package.rds","{""container"":""vector"", ""dimension"":[1], ""type"":[""character""]}","undefined",FALSE,"2020-11-24T17.52.59-03","6fe642d4307ce328c3d13260d0977bd8","/home/mondelli/R/x86_64-pc-linux-gnu-library/4.0/finch/Meta/package.rds"
"File",100,"package.rds","data/100-package.rds","{""container"":""vector"", ""dimension"":[1], ""type"":[""character""]}","undefined",FALSE,"2020-11-24T17.51.42-03","d9b292f5682712dcde9f29404bb7f357","/home/mondelli/R/x86_64-pc-linux-gnu-library/4.0/hoardr/Meta/package.rds"
"File",101,"package.rds","data/101-package.rds","{""container"":""vector"", ""dimension"":[1], ""type"":[""character""]}","undefined",FALSE,"2020-10-01T16.01.34-03","11a8b1916712d81cc5c29e045f8e9e68","/home/mondelli/R/x86_64-pc-linux-gnu-library/4.0/stringi/Meta/package.rds"
"File",102,"package.rds","data/102-package.rds","{""container"":""vector"", ""dimension"":[1], ""type"":[""character""]}","undefined",FALSE,"2020-06-23T09.11.46-03","df304d182f6b3b3d491f6cd44db1abbe","/usr/lib/R/library/parallel/Meta/package.rds"
"File",103,"package.rds","data/103-package.rds","{""container"":""vector"", ""dimension"":[1], ""type"":[""character""]}","undefined",FALSE,"2020-08-24T13.56.04-03","0fdfc0e5911cc52c2bd855159fbd1135","/home/mondelli/R/x86_64-pc-linux-gnu-library/4.0/crul/Meta/package.rds"
"File",104,"package.rds","data/104-package.rds","{""container"":""vector"", ""dimension"":[1], ""type"":[""character""]}","undefined",FALSE,"2020-07-06T20.52.28-03","a4c4e97dd429d1b394301305adf517c0","/home/mondelli/R/x86_64-pc-linux-gnu-library/4.0/Rcpp/Meta/package.rds"
"File",105,"package.rds","data/105-package.rds","{""container"":""vector"", ""dimension"":[1], ""type"":[""character""]}","undefined",FALSE,"2020-11-24T17.45.07-03","cd97d6c34f77b2141418933d4a4fd48b","/home/mondelli/R/x86_64-pc-linux-gnu-library/4.0/vctrs/Meta/package.rds"
"File",106,"package.rds","data/106-package.rds","{""container"":""vector"", ""dimension"":[1], ""type"":[""character""]}","undefined",FALSE,"2020-11-03T17.14.16-03","7a9c177825365befd3043560176eceeb","/home/mondelli/R/x86_64-pc-linux-gnu-library/4.0/kuenm/Meta/package.rds"
"File",107,"package.rds","data/107-package.rds","{""container"":""vector"", ""dimension"":[1], ""type"":[""character""]}","undefined",FALSE,"2020-07-06T19.52.19-03","84ecb04f6bdf8c5c1df7cef4546c40d0","/home/mondelli/R/x86_64-pc-linux-gnu-library/4.0/tidyselect/Meta/package.rds"
"File",108,"package.rds","data/108-package.rds","{""container"":""vector"", ""dimension"":[1], ""type"":[""character""]}","undefined",FALSE,"2020-11-03T17.13.19-03","eaedcad485ae6badee9cf91d8b3fc7e8","/home/mondelli/R/x86_64-pc-linux-gnu-library/4.0/xfun/Meta/package.rds"
"File",109,"package.rds","data/109-package.rds","{""container"":""vector"", ""dimension"":[1], ""type"":[""character""]}","undefined",FALSE,"2020-04-03T14.43.20-03","f289ab9349ec62e2f280d1d87a8e7615","/usr/lib/R/library/lattice/Meta/package.rds"
"File",110,"metadata.csv","data/110-metadata.csv","{""container"":""vector"", ""dimension"":[1], ""type"":[""character""]}","undefined",FALSE,"2020-12-16T19.59.51-03","a43ef0a61a9ad5c4b8ce170d914f5c0c","/home/mondelli/Dropbox/Reproducibility/rdt_new/modler_results/Abarema_langsdorffii/present/data_setup/metadata.csv"
"File",111,"package.rds","data/111-package.rds","{""container"":""vector"", ""dimension"":[1], ""type"":[""character""]}","undefined",FALSE,"2020-11-03T17.11.43-03","095345a9aa2dda0fa12e8d77034740ae","/home/mondelli/R/x86_64-pc-linux-gnu-library/4.0/rgdal/Meta/package.rds"
"Data",112,"sdmdata_1sp","Row 343    3  1 -40.615 -19.921 16.90747 -9.090183 6.988113 15.22957 -2.787085","{""container"":""data_frame"", ""dimension"":[604,9], ""type"":[""integer"",""numeric"",""numeric"",""numeric"",""numeric"",""numeric"",""numeric"",""numeric"",""numeric""]}","R_GlobalEnv",FALSE,"","",""
"File",113,"sessionInfo.txt","data/113-sessionInfo.txt","{""container"":""vector"", ""dimension"":[1], ""type"":[""character""]}","undefined",FALSE,"2020-12-16T19.59.47-03","02db336e87749c873f8931d1745ac826","/home/mondelli/Dropbox/Reproducibility/rdt_new/modler_results/Abarema_langsdorffii/present/data_setup/sessionInfo.txt"
"File",114,"metadata.csv","data/114-metadata.csv","{""container"":""vector"", ""dimension"":[1], ""type"":[""character""]}","undefined",FALSE,"2020-12-16T19.59.51-03","a43ef0a61a9ad5c4b8ce170d914f5c0c","/home/mondelli/Dropbox/Reproducibility/rdt_new/modler_results/Abarema_langsdorffii/present/data_setup/metadata.csv"
"File",115,"sdmdata.csv","data/115-sdmdata.csv","{""container"":""vector"", ""dimension"":[1], ""type"":[""character""]}","undefined",FALSE,"2020-12-16T19.59.51-03","85a808a349fe5b6db619f88871d409c7","/home/mondelli/Dropbox/Reproducibility/rdt_new/modler_results/Abarema_langsdorffii/present/data_setup/sdmdata.csv"
